,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
1192,12,59,"[0.9077065057040489, 0.0922934942959512]",7,0.7078496791540209,0.5305252274037968,4.954947754078146,3.7136765918265775
1193,13,59,"[0.9077065057040489, 0.0922934942959512]",14,0.8856294445987618,0.49863970056161017,12.398812224382665,6.980955807862542
1194,14,59,"[0.9077065057040489, 0.0922934942959512]",30,0.9359900218598229,0.5456499877062401,28.07970065579469,16.369499631187203
1195,15,59,"[0.9077065057040489, 0.0922934942959512]",15,0.8296403671744539,0.5846862188054371,12.444605507616808,8.770293282081557
1196,16,59,"[0.9077065057040489, 0.0922934942959512]",6,0.8212973998601133,0.4419637610436384,4.92778439916068,2.65178256626183
1197,17,59,"[0.9077065057040489, 0.0922934942959512]",5,0.7820558775298688,0.4058823162949222,3.9102793876493442,2.029411581474611
1198,18,59,"[0.9077065057040489, 0.0922934942959512]",22,0.6263307976138989,0.6575900316666994,13.779277547505776,14.466980696667386
1199,19,59,"[0.9077065057040489, 0.0922934942959512]",24,0.9147885848298833,0.5844233081892766,21.9549260359172,14.026159396542637
1200,0,60,"[0.9230938441290829, 0.07690615587091706]",12,0.9106484615975718,0.5242929011810544,10.927781539170862,6.291514814172653
1201,1,60,"[0.9230938441290829, 0.07690615587091706]",6,0.6591818263669785,0.5180029676435174,3.9550909582018714,3.1080178058611043
1202,2,60,"[0.9230938441290829, 0.07690615587091706]",20,0.9463890769577972,0.5572258442232674,18.927781539155944,11.144516884465348
1203,3,60,"[0.9230938441290829, 0.07690615587091706]",4,0.3792063094457257,0.6196946169772257,1.5168252377829028,2.478778467908903
1204,4,60,"[0.9230938441290829, 0.07690615587091706]",8,0.8278572144709389,0.44542835150834525,6.622857715767511,3.563426812066762
1205,5,60,"[0.9230938441290829, 0.07690615587091706]",11,0.7724532822651183,0.5163376014474588,8.496986104916301,5.679713615922046
1206,6,60,"[0.9230938441290829, 0.07690615587091706]",6,0.8183767549155156,0.4393182583981357,4.910260529493094,2.6359095503888144
1207,7,60,"[0.9230938441290829, 0.07690615587091706]",6,0.8212973998601133,0.4419637610436384,4.92778439916068,2.65178256626183
1208,8,60,"[0.9230938441290829, 0.07690615587091706]",11,0.8140841856771341,0.5581846432945006,8.954926042448475,6.140031076239506
1209,9,60,"[0.9230938441290829, 0.07690615587091706]",11,0.5993081012969054,0.6667775770558216,6.592389114265959,7.334553347614038
1210,10,60,"[0.9230938441290829, 0.07690615587091706]",6,0.7415650572240852,0.4812361837539351,4.449390343344511,2.8874171025236106
1211,11,60,"[0.9230938441290829, 0.07690615587091706]",5,0.7855606514633781,0.4090569194695254,3.9278032573168904,2.045284597347627
1212,12,60,"[0.9230938441290829, 0.07690615587091706]",3,0.4862929583951534,0.37694514434560267,1.4588788751854602,1.130835433036808
1213,13,60,"[0.9230938441290829, 0.07690615587091706]",4,0.4911090714798968,0.48927373058494383,1.9644362859195872,1.9570949223397753
1214,14,60,"[0.9230938441290829, 0.07690615587091706]",7,0.8468259879688692,0.4654844374716759,5.927781915782084,3.2583910623017314
1215,15,60,"[0.9230938441290829, 0.07690615587091706]",3,0.4862929583951534,0.37694514434560267,1.4588788751854602,1.130835433036808
1216,16,60,"[0.9230938441290829, 0.07690615587091706]",5,0.6899067094936472,0.45635166331162746,3.449533547468236,2.2817583165581374
1217,17,60,"[0.9230938441290829, 0.07690615587091706]",10,0.8543447364361182,0.46973119213268266,8.543447364361182,4.697311921326826
1218,18,60,"[0.9230938441290829, 0.07690615587091706]",10,0.744460588422803,0.5737169530210634,7.4446058842280305,5.737169530210634
